,Unnamed: 0,company_name,rate,city,state,remote_work,job_title,salary,salary_estimate,salary_avg,company_size,company_type,company_sector,company_founded,company_industry,descriptions_txt,descriptions_list,job_age,pros,cons
802,22,Verstand AI,-1.0,,,True,Data Product Owner,$90K - $150K,Employer Provided Salary,"$120,000 /yr (est.)",-1,,,,,"['Product Owner, Data Visualization', 'Verstand AI is a data management consultancy and product development firm that works in multiple commercial business verticals (e.g., retail, pharma, finance, energy) and global public sector entities. The firm specializes in developing cloud-based data architectures, business intelligence platforms and machine learning models for client stakeholders.', 'Our commercial practice is in need of teammates that can balance the strategy, governance, and implementation of data related products and facilitate conversations between all impacted stakeholders—C-Level executives, engineers, analysts, other product teams and line business executives who consume data.', ""As a key member of the team, you'll have the ability to shape projects, bring on new technologies and interact with stakeholders to address important issues for various companies and society in general."", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,[],[]
803,23,Metropolitan Atlanta Rapid Transit Authority (MARTA),2.9,Atlanta,GA,False,Sr. Performance Analyst-Data Science,$61K - $76K,Employer Provided Salary,"$68,376 /yr (est.)",1001 to 5000 Employees,Transportation Management,$100 to $500 million (USD),Company - Private,Transportation & Logistics,"['Qualifications', '*EDUCATION and/or EXPERIENCE\n*', 'Bachelor’s degree in Business Administration, Data Science, Business Analytics, Mathematics or related field is required. A master’s degree or doctorate degree is highly desired. Six years of progressively responsible experience working in a statistically oriented research field, such as survey research, database analysis or actuarial research. Experience should include creating and optimizing business intelligence datasets and dashboards, quantitative analysis, operations, project management or related fields. Extensive knowledge and application of data analysis software (e.g. R. Stata), data visualization software (e.g. SQL, R, Python, etc.) and conducting advanced data analytics (e.g. Multivariate statistics, network and cluster analysis, forecasting, machine learning and pattern matching). Must be able to work independently and collectively as a team. Excellent written and verbal communication skills required. Experience working in a public or transit environment is desired. Directly related work experience may be substituted on a year-for-year basis in-lieu of educational requirement.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",16d,"['""Good atmosphere, responsive management, great vacation,"" (in 1 reviews)', '""Have a okay work/ life balance"" (in 1 reviews)']","['""time vacations, small insurance, professional development at your own expense"" (in 1 reviews)', '""Needs a better pay scale."" (in 1 reviews)']"
804,24,"Vivante Health, Inc.",-1.0,,,True,Clinical Data Scientist,,,-1,-1,,,,,"['Clinical Data Scientist', 'Remote – US Only', 'About Vivante', 'Vivante Health is an innovative startup reinventing the way chronic conditions are managed. We’re filling the unmet needs of people with chronic conditions that are invisible, neglected or stigmatized, starting with digestive disease.', 'Why digestive? Because an astonishing 70 million people in the US are affected—that’s twice the number with diabetes and more than many other chronic conditions combined. Unlike other chronic conditions, though, digestive diseases often go untreated or misdiagnosed…because of stigma.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",11d,[],[]
805,25,Vertex Pharmaceuticals,4.1,Boston,MA,False,"Vertex Co-op Program, Data and Computer Science (Boston, MA) July - December 2022",,,-1,1001 to 5000 Employees,Company - Public,Biotech & Pharmaceuticals,1989,Biotech & Pharmaceuticals,"['Job Description', 'Job Description', 'The Vertex Co-op Program offers students the opportunity to learn about the pharmaceutical industry from a hands-on perspective. You will be working closely with and learning from some of the brightest people in the industry. When you join our Co-op program you should not be surprised to see that our environment is one that is innovative and team oriented, where collaboration is not just a word, and ""we are fearless"" is in everything we do. Students can expect to be challenged by their project plan, connect with other students, and feel valued by the Vertex community. Not only will students learn about their day-to-day tasks through their specific work assignments, but they will interact and have exposure to our organizational leaders and their teams through a series of Professional Development Workshops.\n\nBe FEARLESS... Join us and help kick start the path to your career!', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '']",30d+,"['""working conditions ok ok ok"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
806,26,Dealerware,4.0,Austin,TX,False,Data Analyst,$44K - $80K,Glassdoor,"$59,545 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,[],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",8d,"['""In my experience, employees are well supported by senior leadership."" (in 4 reviews)', '""The benefits are great."" (in 4 reviews)', '""Everyone is smart, hardworking, passionate and genuinely enjoys working with one another."" (in 4 reviews)', '""Our customers love us and the opportunities ahead are real and significant."" (in 2 reviews)', '""Decent salaries."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
807,27,Oscar Health,-1.0,,,True,Operations Engineer,$117K - $143K,Employer Provided Salary,"$130,000 /yr (est.)",1001 to 5000 Employees,Company - Public,Insurance,2012,Insurance Agencies & Brokerages,"[""Hi, we're Oscar. We're hiring an Operations Engineer to join our Insurance Operations team."", ""Oscar is the first health insurance company built around a full stack technology platform and a focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family.\nAbout the role\nThe Data Stewardship team safeguards the core data sets essential to Oscar's operations. We structure data and documents to improve usability across all of Oscar; establish infrastructures; model future performance to reduce longer-term risks; design and refine testing strategies and design and institute data integrity monitoring; and own data integrations with partners. The team also serves as ambassadors and data experts to partners around the company, including Data, Product, Engineering, and Finance."", ""You will design, develops/builds, tests and implement data and technical solutions with a focus on creating efficiency and scale through technology and automation of Oscar's infrastructure and underlying logic for core insurance functions. You will Understand Oscar's infrastructure, underlying logic, and data models, and works to work on requirements/rules that support our needs. You will Identify opportunities for technology enablement, apply technical expertise to design, and implementation of solutions to address operational challenges across the core insurance functions."", '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",14d,"['""There\'s also a big culture of writing out internal posts to share tech information to better the whole company."" (in 6 reviews)', '""Great people and team"" (in 8 reviews)', '""The pay is the best on the market especially considering they\'re about to IPO in 2021."" (in 6 reviews)', '""Work life balance is good"" (in 4 reviews)', '""Management is especially extremely easy to work with."" (in 5 reviews)']","['""Not an engineering first culture (right now...used to be more so)"" (in 6 reviews)', '""Pay is lower than industry average and it shows."" (in 6 reviews)', '""Very bad work life balance"" (in 4 reviews)', '""The employees (re: not management) will make you feel bad if you\'re unvaccinated (this might be a pro for some people)"" (in 5 reviews)']"
808,28,Indeed,4.3,,,True,"Director, Data Science- SMB Labs",$214K - $310K,Employer Provided Salary,"$262,000 /yr (est.)",10000+ Employees,Company - Private,Information Technology,2004,Internet,"['', 'We are seeking a Director of Data Science in the Small Medium Business (SMB) Labs group. In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to get things done. You will work with counterparts in the Product & Engineering organizations to set direction and ensure that these solutions have a measurable impact for clients. You will drive multiple critical work streams and drive the culture of scientific curiosity with guided autonomy.', 'The SMB Labs organization builds solutions and services that help Small and Medium Businesses get the most value when they post their jobs on Indeed.com. SMB Labs drives multiple critical tier 1 initiatives within the organization.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good work/life balance"" (in 8 reviews)', '""amazing culture"" (in 8 reviews)', '""Pay is fair and clear, benefits are solid, and working hours are reasonable and clearly communicated."" (in 9 reviews)', '""Benefits are considerable"" (in 5 reviews)', '""Remuneration, Flexibility, Learning, Good colleagues"" (in 4 reviews)']","['""lower pay"" (in 9 reviews)']"
809,29,Discover,3.9,Riverwoods,IL,False,Lead Data Science Analyst,$66K - $107K,Glassdoor,"$84,061 /yr (est.)",1001 to 5000 Employees,Company - Public,Finance,1985,Banks & Credit Unions,"['Discover. A brighter future.', ""With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine."", '', 'Come build your future, while being the reason millions of people find a brighter financial future with Discover.', '', 'At Discover, be part of a culture where diversity, teamwork and collaboration reign. Join a company that is just as employee-focused as it is on its customers and is consistently awarded for both. We’re all about people, and our employees are why Discover Be the reason we help millions of consumers build a brighter financial future and achieve yours along the way with a rewarding career.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '']",24h,"['""Good benefits and co workers but very frustrating calls and back to back some days"" (in 29 reviews)', '""work life balance is good"" (in 26 reviews)', '""2. Good pay"" (in 25 reviews)', '""Friendly culture where managers are supportive or at least appear to be."" (in 16 reviews)', '""People can be nice and good benefits"" (in 14 reviews)']","['""Potentially great work life balance,"" (in 26 reviews)', '""Pay is no competitive."" (in 25 reviews)', '""Hard to move up unless you get a really good manager that is willing to groom you."" (in 16 reviews)']"
810,0,"7-Eleven, Inc.",3.2,Irving,TX,False,"Manager, Data Science",$59K - $140K,Glassdoor,"$90,850 /yr (est.)",10000+ Employees,Company - Private,Retail,1927,Food & Beverage Stores,"['Imagine working in a place where continuous improvement and innovation is celebrated and rewarded; where fast-paced, high-impact teams come together to positively drive results for one of the largest & most iconic brands in the world.', '', 'As the only rapidly growing retailer, you may know us as your friendly neighborhood store. You probably know our familiar name, have seen our pervasive logo, and have tried our highly sought-after products, such as Slurpee® and Big Bite®. “Brain Freeze” is a 7-Eleven registered trademark for our 53-year old Slurpee® and with over 77,000 stores globally (more than any other retailer or food service provider), we sell over 14 million a month.', '', '', '', '', '', '', '', '', '', '', '']","['Who we are', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",24h,"['""Good benefits and nice overtime"" (in 3 reviews)', '""Friendly atmosphere"" (in 3 reviews)', '""People were friendly, free parking garage."" (in 2 reviews)', '""Rich in culture and values"" (in 2 reviews)']","['""Benefits are not good so far"" (in 3 reviews)', '""No chance for promotion."" (in 3 reviews)']"
811,1,American Capital Group,4.3,Bellevue,WA,False,Data Scientist,$150K,Employer Provided Salary,"$150,000 /yr (est.)",51 to 200 Employees,Company - Private,Real Estate,1986,Real Estate,"['We are adding a Data Scientist to our growing team!', '', 'ABOUT AMERICAN CAPITAL GROUP', 'American Capital Group (ACG) is a fully-integrated real estate investment and development company. The company has designed and built more than 80 multifamily properties across 12 states over its 33 year history. Today, ACG is an industry leader with dedicated personnel in Engineering, Design, Acquisition, Development, Construction, Property Management, and Investment Management. We strongly value teamwork, integrity, transparency and strive to deliver the highest quality products and services to our investors and customers.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Great benefits and competitive salary"" (in 1 reviews)', '""Managers have an open door and it is a very professional place to work."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
812,2,"Systems Planning and Analysis, Inc.",4.1,Lorton,VA,False,"Data Science and Data Engineering - Multiple positions, Hiring Now!",$76K - $181K,Glassdoor,"$117,571 /yr (est.)",501 to 1000 Employees,Company - Private,Aerospace & Defense,1972,Aerospace & Defense,[],"['', '', '', '', '', '', '', '', '']",30d+,"['""The benefits are amazing and they have a great work environment."" (in 11 reviews)', '""Relaxed atmosphere, mostly friendly people"" (in 9 reviews)', '""""Small Company"" feel in terms of rapport with management and co"" (in 7 reviews)', '""Good pay, Close coworkers, Health conscious"" (in 7 reviews)']","['""Pay and benefits are average at best."" (in 11 reviews)', '""Management is a bit old school"" (in 7 reviews)', '""Not the most competitive in pay and promotion was a challenge."" (in 7 reviews)', '""Company culture is dated."" (in 6 reviews)']"
813,3,Ancera,-1.0,Branford,CT,False,Data Engineer,$115K - $125K,Employer Provided Salary,"$120,000 /yr (est.)",-1,,,,,"['ABOUT YOU', 'Are you an analytical, data-driven professional? Are you interested in a role that enables you to have a direct impact on the company’s products and services? If so, then Ancera is the place for you!', 'Join our team and help us unlock actionable insights that will enable food producers to assess microbial risk from farm to consumer, and feed billions of people around the world without worry or risk.', 'ABOUT US', ""Ancera's True North is delivering new science to improve agricultural productivity."", 'Ancera is dedicated to improving the way we feed the world. We were founded with the discovery of a novel way of quickly identifying bacterial threats in the food supply and built on that vision to give farmers, veterinarians, quality managers, and corporate executives new tools to improve all phases of their operations, from farm to market.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,[],[]
814,4,Swickard Shared Services (Las Vegas),4.0,Las Vegas,NV,False,"Data Science Specialist, Retail Strategy",$37K - $89K,Glassdoor,"$57,465 /yr (est.)",501 to 1000 Employees,Unknown / Non-Applicable,,Company - Private,,"['', 'At Swickard Auto Group, we’re passionate about our customers and using the most innovative, cutting-edge technology to revolutionize the way customers purchase and service their vehicles at our dealerships.', 'Our customers are the reason we’re here. Our culture is defined by a few core principles: We want to be our customers’ favorite place to purchase, lease, or service their vehicle, and we want to be your favorite place to work! We are a hospitality company that happens to be in the automotive industry. We are data-driven, and our aim is to use data to continuously improve the in-store and online guest experience with our dealerships.', 'Automotive News ranks Swickard Auto Group as one of the top dealer groups in the US. We are looking for like-minded team members that are laser focused on discovering insights in data to identify ways we can continue improving each interaction with our customers. Swickard’s unique perspective on automotive retail strategy is transforming the automotive industry and we are looking for top-notch individuals to join our fast-growing team.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",26d,"['""boarding, friendly employees, many options"" (in 6 reviews)', '""Good pay and pay plan"" (in 5 reviews)', '""Ownership and management truly cares about people"" (in 3 reviews)']","['""You are just a number, the employer doesn’t care about the employees."" (in 6 reviews)', '""Corporate couldn’t care less about you, set unrealistic goals and budgets and cut your pay if you don’t match the goals."" (in 5 reviews)', '""Benefits almost don’t exist."" (in 4 reviews)', '""Management was rude and tough on you"" (in 3 reviews)', '""Nothing that could have been avoided, I was laid off due to COVID."" (in 2 reviews)']"
815,5,M-Tech Systems USA,3.6,,,True,Data Science Engineer,$85K - $95K,Employer Provided Salary,"$90,000 /yr (est.)",51 to 200 Employees,Computer Hardware & Software,$10 to $25 million (USD),Company - Public,Information Technology,"['Data Science Engineer', 'M-Tech Systems is a stable, fast growing, and industry leading international software development company headquartered in the Dunwoody/400 - Perimeter Area of Atlanta. Retaining and recruiting outstanding team members is a mission-critical component of our ongoing success.', 'M-Tech Systems offers competitive salaries, excellent benefits, a working atmosphere that encourages collaboration, comfortable facilities, exceptional IT tools, training, and ongoing opportunities to work with senior and executive management.', 'Job Brief:', 'The Data Science Engineer’s role involves accumulating and deriving meaning from large datasets. The Data Science Engineer needs to be able to apply statistical and machine learning models, such as non-linear regressions, boosted decision trees and neural networks, to these large datasets to detect underlying trends that can drive value to our customers. The Data Science Engineer also needs to be able to coordinate with fellow engineers, product owners, and other stakeholders to apply the results of these analytics in a way that makes a positive impact to our customers.', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good people, benefits, and a fun place to work"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
816,6,Praescient Analytics,3.4,Washington,DC,False,Data Scientist,$50K - $250K,Employer Provided Salary,"$150,000 /yr (est.)",51 to 200 Employees,Company - Private,Business Services,2011,Consulting,"['Data Scientist', 'Clearance: None Required', 'Type: Full-Time', 'Start Date: Immediately', 'Salary: Negotiable, Based on Experience', 'Location: Washington, DC', 'Travel: None', 'Praescient Analytics, LLC is a Veteran-led, certified Woman-Owned Small Business (WOSB) founded in 2011 which specializes in implementing advanced analytics solutions across the defense, intelligence, and law enforcement communities. With over 40 contracts across 6 continents, over 70% of our employees are veterans and or have intelligence, law enforcement or counter fraud experience. We fully understand the unique challenges of our clients and work to identify, vet, implement, and enhance commercial and proprietary technologies to provide full scope solutions, because we have been there. Praescient has extensive experience designing, developing, and integrating solutions for customers including the US Army, Special Operations Command (SOCOM), US Navy (USN), US Marine Corps (USMC), US Coast Guard (USCG), Department of Justice (DOJ), Drug Enforcement Administration (DEA), and Federal Bureau of Investigation (FBI), Immigration and Customs Enforcement (ICE), intelligence community, and local law enforcement agencies, among others.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""The CEO is also extremely involved and sat in on many of our presentations and gave us real applicable advice."" (in 2 reviews)', '""Overall, the company itself is great and the people are great and if you are willing to learn they will teach you."" (in 1 reviews)', '""The work load is manageable and you do quantifiable things that actually give you hard skills."" (in 2 reviews)']","['""The ceo also talk to me in the beginning about employment and said she would get us security clearances."" (in 2 reviews)', '""Most of the interns didn’t know what they were doing and also agreed that there is no management or direction for the interns."" (in 1 reviews)']"
817,7,Asset Based Lending (ABL),4.5,Jersey City,NJ,False,Data Modeler (Hybrid),$75K - $110K,Employer Provided Salary,"$92,500 /yr (est.)",1 to 50 Employees,Unknown / Non-Applicable,,Company - Private,,"['This role is Hybrid***', 'At Asset Based Lending (ABL), we are striving to be the top hard money lenders in the nation. We understand that in order to exceed our goals we need inspired, talented, and driven leaders. This starts with you! If you would like to be a part of the most innovative hard money lenders in the business and have a passion for real estate, you have found the right place.', 'ABL is actively seeking a motivated and detail-oriented Data Modeler to join our rapidly expanding Accounting and Operations Team. This person will work directly with senior leadership to refine internal processes, develop data model analysis such as, seasonality payoff, draw timeline, commission profitability, etc. This includes but is not limited to the development of a CRM dashboard and cash flow projections.', 'Our NJ lending team is extremely customer centric and is experiencing tremendous growth. The ideal candidate will be driven to learn the real estate and lending business while staying curious, work to consistently elevate their standards, and be comfortable juggling competing priorities. If you have a tireless drive to succeed, and a need for learning while growing personal and organizational success, come join the ABL team!', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",11d,[],[]
818,8,Consumerdirect,-1.0,Irvine,CA,False,Data Engineer,$90K - $170K,Employer Provided Salary,"$130,000 /yr (est.)",-1,,,,,"['***This position is for in-office candidates only, no remote candidates will be considered', 'ConsumerDirect, Inc is a SaaS company located in Irvine, CA comprised of fun and creative people building unique and patented technologies for the consumer money, credit & identity space. The company was founded in 2003 with the vision that technology should allow consumers to interact with their banks, creditors and other institutions using a simple button, and we’ve done just that.', 'We are building technology that is disrupting the industry and we’re growing very rapidly, so we are looking for a talented Data Engineer to join our team.', 'As a Data Engineer in our IT department at ConsumerDirect’s Irvine office, you will work in small teams to design and build and maintain innovative data and analytics solutions leveraging Amazon Web Services, cloud data warehouses like Snowflake, and other related technologies like Segment and MySQL. In addition to building the next generation of data platforms, you will be working with a forward-thinking organization in data and analytics.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",1d,[],[]
819,9,Ancera,-1.0,Atlanta,GA,False,"Data Scientist, Product",$130K - $140K,Employer Provided Salary,"$135,000 /yr (est.)",-1,,,,,"['ABOUT YOU', 'Are you an analytical, data-driven professional? Are you interested in a role that enables you to have direct impact on the company’s products and services, and allows you to work closely with senior leadership? If so, then Ancera is the place for you!', 'Join our team and help us unlock actionable insights that will enable the food industry to better assess and manage risk across the supply chain by developing innovative tools meant to empower food production in a safer and more sustainable manner.', 'ABOUT US', 'Ancera is dedicated to improving the way we feed the world by delivering new science to improve food production systems, from operations to safety.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']",30d+,[],[]
820,10,Kite Pharma,-1.0,Santa Monica,CA,False,"Data Science Associate II - $8,000* Sign On",,,-1,1001 to 5000 Employees,Company - Public,Biotech & Pharmaceuticals,2008,Biotech & Pharmaceuticals,"['', '', 'Everyone at Kite is grounded by one common goal – curing cancer. Every single day, we seek to establish a direct line between that purpose and our day-to-day work. Join us in our mission!', '', 'Kite is seeking a highly motivated, experienced, and resourceful Data Analyst to support the Global Quality Organization operating out of our headquarters in Santa Monica, CA. Kite Quality is responsible for adhering to regulatory requirements while improving existing processes, reducing waste, and lowering costs to safely improve patient access to our life-saving therapies.', '', 'In this role you will collect, measure, visualize and interpret data across multiple functions that include Quality, Supply Chain, Manufacturing and Process Development with the intent of turning data into information, information into insights and insights into informed business decisions.', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good pay, excellent benefits, 401k match is out of this world."" (in 9 reviews)', '""Good pay, stock, 401k, health benefits"" (in 3 reviews)', '""Group director is a pleasure to work with, listens to concerns, genuinely kind, with brilliant expertise."" (in 6 reviews)', '""Good company and colleagues to work with"" (in 5 reviews)']","['""2. Upper management is fully aware of this culture and does nothing to get rid of this mentality"" (in 7 reviews)']"
821,11,Indeed,4.3,,,True,"Director, Data Science- SMB Labs",$214K - $310K,Employer Provided Salary,"$262,000 /yr (est.)",10000+ Employees,Company - Private,Information Technology,2004,Internet,"['', 'We are seeking a Director of Data Science in the Small Medium Business (SMB) Labs group. In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to get things done. You will work with counterparts in the Product & Engineering organizations to set direction and ensure that these solutions have a measurable impact for clients. You will drive multiple critical work streams and drive the culture of scientific curiosity with guided autonomy.', 'The SMB Labs organization builds solutions and services that help Small and Medium Businesses get the most value when they post their jobs on Indeed.com. SMB Labs drives multiple critical tier 1 initiatives within the organization.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good work/life balance"" (in 8 reviews)', '""amazing culture"" (in 8 reviews)', '""Pay is fair and clear, benefits are solid, and working hours are reasonable and clearly communicated."" (in 9 reviews)', '""Benefits are considerable"" (in 5 reviews)', '""Remuneration, Flexibility, Learning, Good colleagues"" (in 4 reviews)']","['""lower pay"" (in 9 reviews)']"
822,12,Oscar Health,-1.0,,,True,Operations Engineer II,$135K - $165K,Employer Provided Salary,"$150,000 /yr (est.)",1001 to 5000 Employees,Company - Public,Insurance,2012,Insurance Agencies & Brokerages,"[""Hi, we're Oscar. We're hiring an Operations Engineer to join our Insurance Operations team."", ""Oscar is the first health insurance company built around a full stack technology platform and a focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family.\nAbout the role\nYou will design, develops/builds, tests and implement data and technical solutions with a focus on creating efficiency and scale through technology and automation of Oscar's infrastructure and underlying logic for core insurance functions. You will Understand Oscar's infrastructure, underlying logic, and data models, and works to work on requirements/rules that support our needs. You will Identify opportunities for technology enablement, apply technical expertise to design, and implementation of solutions to address operational challenges across the core insurance functions."", 'You will report to the Director. Insurance Operations.', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",13d,"['""There\'s also a big culture of writing out internal posts to share tech information to better the whole company."" (in 6 reviews)', '""Great people and team"" (in 8 reviews)', '""The pay is the best on the market especially considering they\'re about to IPO in 2021."" (in 6 reviews)', '""Work life balance is good"" (in 4 reviews)', '""Management is especially extremely easy to work with."" (in 5 reviews)']","['""Not an engineering first culture (right now...used to be more so)"" (in 6 reviews)', '""Pay is lower than industry average and it shows."" (in 6 reviews)', '""Very bad work life balance"" (in 4 reviews)', '""The employees (re: not management) will make you feel bad if you\'re unvaccinated (this might be a pro for some people)"" (in 5 reviews)']"
823,13,Liberty Mutual Insurance,3.8,,,True,"Analyst I/II, Data Science (remote)",$85K - $139K,Employer Provided Salary,"$112,000 /yr (est.)",10000+ Employees,Company - Private,Insurance,1912,Insurance Carriers,"['', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Flexibility and good work life balance"" (in 34 reviews)', '""good benefits"" (in 16 reviews)', '""2. Pay is good"" (in 15 reviews)', '""Flexible work environment, laid back culture, intelligent people at every turn."" (in 19 reviews)', '""care very much about employees"" (in 17 reviews)']","['""Not much if you like great work life balance"" (in 34 reviews)', '""Pay could be better for role"" (in 15 reviews)', '""Slow Political cronyism cafeteria bad culture"" (in 19 reviews)']"
824,14,ProDigitalWorx,-1.0,Plano,TX,False,Sr. Data Scientist,$55 - $100 Per Hour,Employer Provided Salary,-1,-1,,,,,"['Lucrative assignment with a leading automotive organization.', 'Do YOU have a passion for working with Data? Do you love working in machine learning, real-time analytics, or Big Data? Interested in learning and utilizing different technologies without limitation? We are looking for a Data Expert that will help our clients evaluate and implement big data and advanced analytics solutions in the Cloud. We are passionate about data, problem solving and driving value to make a difference with our clients.', ""Evaluate and analyze the automotive marketplace to identify risks and opportunities for clients\nPresent team members and clients with analysis supporting decisions related to sales, pricing, and marketing strategy\nProactively assist in determining client needs and help develop new analytical solutions to satisfy those needs\nDevelop and implement statistical predictive models to help solve various big data problems\nDevelop and implement optimization models to address business-related challenges\nKnowledge in a variety of non-SQL big data open source products such as Spark, EMR/Hadoop etc.\nProgramming experience, ideally in Python, Scala, Java or R, but we are open to other experience if you're willing to learn the languages we use\nKnowledge of natural language processing is a plus\nAbility to operate in an agile, entrepreneurial start-up environment\nExcellent teamwork skills with an ability to reach out and use team strengths to get the work done with minimal supervision\nGood communication skills\nYou must be motivated, driven, and passionate about programming and technology"", '', '', '', '', '', '', '']","['', '', '', '']",24h,[],[]
